,Unnamed: 0,target_num,prod_num,similarity
0,0,999,999,1.0000001192092896
1,1,999,1082,0.7678896188735962
2,2,999,3580,0.736907958984375
3,3,999,1024,0.7301785349845886
4,4,999,1365,0.7250720262527466
5,5,999,1146,0.7207911014556885
6,6,999,1055,0.7189058661460876
7,7,999,1107,0.714962363243103
8,8,999,3569,0.699976921081543
9,9,999,3656,0.6991069316864014
10,10,999,1445,0.6948684453964233
11,11,999,1212,0.6947605013847351
12,12,999,3772,0.6879042387008667
13,13,999,1213,0.6868515610694885
14,14,999,3841,0.6867853403091431
15,15,999,1256,0.6865032911300659
16,16,999,1252,0.6833639740943909
17,17,999,1110,0.6800984144210815
18,18,999,3173,0.6789335012435913
19,19,999,3574,0.6769651174545288
20,20,999,1166,0.6690535545349121
21,21,999,2394,0.6677989959716797
22,22,999,3579,0.6667085886001587
23,23,999,522,0.6661724448204039
24,24,999,1328,0.6651819348335266
25,25,999,530,0.6638648509979248
26,26,999,1051,0.6638641953468323
27,27,999,3511,0.66337651014328
28,28,999,1249,0.6631268262863159
29,29,999,1160,0.6629747748374939
30,30,999,1168,0.6628755331039429
