,Unnamed: 0,target_num,prod_num,similarity
0,0,3202,3202,0.999999701976776
1,1,3202,3871,0.8340936303138733
2,2,3202,3394,0.8104532957077026
3,3,3202,3676,0.7672007083892822
4,4,3202,3200,0.7615204453468323
5,5,3202,2814,0.7470665574073792
6,6,3202,4431,0.7449013590812683
7,7,3202,3873,0.7362882494926453
8,8,3202,2070,0.7279986739158629
9,9,3202,2951,0.7274190187454224
10,10,3202,47,0.7272378206253052
11,11,3202,4309,0.7266539931297302
12,12,3202,4033,0.7224757075309753
13,13,3202,3377,0.7165967226028442
14,14,3202,1067,0.7046223282814026
15,15,3202,3833,0.7042833566665649
16,16,3202,708,0.7019587159156799
17,17,3202,3795,0.6976504325866699
18,18,3202,4273,0.6949856877326965
19,19,3202,4313,0.6902382969856262
20,20,3202,4049,0.6898683309555054
21,21,3202,4417,0.6877502799034119
22,22,3202,3708,0.68704754114151
23,23,3202,4108,0.6850002408027649
24,24,3202,2764,0.6849862337112427
25,25,3202,467,0.6829181313514711
26,26,3202,3870,0.6822280287742615
27,27,3202,1316,0.6805090308189392
28,28,3202,3797,0.667327344417572
29,29,3202,3875,0.6630886793136597
30,30,3202,2917,0.6619815230369568
