,Unnamed: 0,target_num,prod_num,similarity
0,0,2146,2146,1.0000009536743164
1,1,2146,2176,0.7944396138191223
2,2,2146,2162,0.7816420793533325
3,3,2146,2063,0.7808175683021545
4,4,2146,1968,0.7795274257659912
5,5,2146,2355,0.7782106995582581
6,6,2146,1904,0.77030348777771
7,7,2146,2237,0.7663190960884094
8,8,2146,2039,0.7586390972137451
9,9,2146,2000,0.7552838921546936
10,10,2146,2035,0.7536794543266296
11,11,2146,1939,0.7509240508079529
12,12,2146,1741,0.7458359599113464
13,13,2146,2696,0.7444429397583008
14,14,2146,1978,0.7434704303741455
15,15,2146,1389,0.7424700856208801
16,16,2146,1421,0.7419167757034302
17,17,2146,1961,0.741481363773346
18,18,2146,1076,0.7409117221832275
19,19,2146,3695,0.7398652434349059
20,20,2146,1455,0.7392333745956421
21,21,2146,1900,0.7392324209213257
22,22,2146,784,0.7309852838516235
23,23,2146,2562,0.7302204370498657
24,24,2146,3888,0.7299518585205078
25,25,2146,1811,0.7291778922080994
26,26,2146,831,0.7267072200775146
27,27,2146,2343,0.7253180146217346
28,28,2146,3874,0.7251076698303223
29,29,2146,1201,0.7249959111213684
30,30,2146,1686,0.7237826585769653
