,Unnamed: 0,target_num,prod_num,similarity
0,0,3982,3982,0.9999997615814208
1,1,3982,3376,0.926979660987854
2,2,3982,794,0.7054856419563293
3,3,3982,490,0.680136501789093
4,4,3982,3787,0.619756281375885
5,5,3982,321,0.6191069483757019
6,6,3982,608,0.6183559894561768
7,7,3982,3593,0.6174234747886658
8,8,3982,221,0.6170285940170288
9,9,3982,4183,0.6164149641990662
10,10,3982,1620,0.6154929995536804
11,11,3982,709,0.6154553890228271
12,12,3982,3259,0.6103993058204651
13,13,3982,813,0.6092994809150696
14,14,3982,715,0.6066528558731079
15,15,3982,941,0.6061676144599915
16,16,3982,537,0.6019864082336426
17,17,3982,1324,0.5976099371910095
18,18,3982,878,0.5965936779975891
19,19,3982,1533,0.5947954654693604
20,20,3982,3395,0.5939840078353882
21,21,3982,395,0.5916765928268433
22,22,3982,620,0.5914641618728638
23,23,3982,3939,0.5900910496711731
24,24,3982,2360,0.5900286436080933
25,25,3982,539,0.5883179306983948
26,26,3982,3287,0.5879256129264832
27,27,3982,550,0.5865439772605896
28,28,3982,3493,0.5857448577880859
29,29,3982,3258,0.5846333503723145
30,30,3982,1500,0.5843883752822876
