,Unnamed: 0,target_num,prod_num,similarity
0,0,2586,2586,0.9999995231628418
1,1,2586,2662,0.7166687846183777
2,2,2586,2540,0.6605962514877319
3,3,2586,2558,0.6511302590370178
4,4,2586,1879,0.6450935006141663
5,5,2586,1109,0.6298484802246094
6,6,2586,2522,0.6255753636360168
7,7,2586,2491,0.6201854944229126
8,8,2586,2665,0.6122021675109863
9,9,2586,1656,0.6115875840187073
10,10,2586,3534,0.610858678817749
11,11,2586,4146,0.6082054972648621
12,12,2586,2673,0.6076095700263977
13,13,2586,3424,0.6068313717842102
14,14,2586,4050,0.6066826581954956
15,15,2586,2725,0.6052656173706055
16,16,2586,1839,0.6040346622467041
17,17,2586,1636,0.6040046215057373
18,18,2586,3773,0.6022295355796814
19,19,2586,2880,0.601658821105957
20,20,2586,3793,0.6014958620071411
21,21,2586,2858,0.6009766459465027
22,22,2586,1608,0.5986953973770142
23,23,2586,1624,0.5964869260787964
24,24,2586,320,0.5963814854621887
25,25,2586,1544,0.594371497631073
26,26,2586,1666,0.5922333598136902
27,27,2586,2121,0.5919897556304932
28,28,2586,1719,0.590510368347168
29,29,2586,1690,0.5897488594055176
30,30,2586,3429,0.5895777344703674
