,Unnamed: 0,target_num,prod_num,similarity
0,0,1186,1186,0.9999998807907104
1,1,1186,294,0.7889061570167542
2,2,1186,1305,0.7261620759963989
3,3,1186,1303,0.7147321701049805
4,4,1186,1222,0.6961898803710938
5,5,1186,1252,0.6931511759757996
6,6,1186,729,0.682475209236145
7,7,1186,275,0.6742823123931885
8,8,1186,931,0.6723441481590271
9,9,1186,1014,0.6716456413269043
10,10,1186,308,0.6633290648460388
11,11,1186,1178,0.6627742052078247
12,12,1186,117,0.6605337262153625
13,13,1186,1237,0.6601991653442383
14,14,1186,188,0.6596956253051758
15,15,1186,13,0.6586506366729736
16,16,1186,289,0.6555876135826111
17,17,1186,248,0.6544181704521179
18,18,1186,300,0.6526593565940857
19,19,1186,1312,0.6523888111114502
20,20,1186,389,0.6521802544593811
21,21,1186,1304,0.6512359380722046
22,22,1186,1277,0.648539125919342
23,23,1186,1031,0.6477841734886169
24,24,1186,976,0.6473179459571838
25,25,1186,8,0.641346275806427
26,26,1186,1224,0.6384798884391785
27,27,1186,685,0.638141393661499
28,28,1186,932,0.6380189061164856
29,29,1186,369,0.637035608291626
30,30,1186,1232,0.6364482045173645
