,Unnamed: 0,target_num,prod_num,similarity
0,0,1451,1451,1.0000001192092896
1,1,1451,1456,0.8953759670257568
2,2,1451,1438,0.8533079624176025
3,3,1451,1446,0.8522368073463441
4,4,1451,1450,0.8365249633789062
5,5,1451,1455,0.8100119829177856
6,6,1451,1443,0.8096416592597961
7,7,1451,1454,0.7926390767097473
8,8,1451,1453,0.7743843793869019
9,9,1451,1479,0.7532464861869812
10,10,1451,1487,0.7527747750282288
11,11,1451,1483,0.7411935329437256
12,12,1451,1460,0.7397677302360535
13,13,1451,1521,0.736853301525116
14,14,1451,1499,0.7367188930511475
15,15,1451,1485,0.7354919314384459
16,16,1451,1484,0.7341318130493164
17,17,1451,1524,0.7334625124931335
18,18,1451,1475,0.7303488850593567
19,19,1451,404,0.7290927767753601
20,20,1451,1458,0.7267221808433533
21,21,1451,412,0.723133385181427
22,22,1451,1480,0.7230501770973206
23,23,1451,1447,0.719783365726471
24,24,1451,1505,0.7192450761795044
25,25,1451,144,0.7191581726074219
26,26,1451,1490,0.7164471745491028
27,27,1451,405,0.7161766290664673
28,28,1451,1518,0.7160267233848572
29,29,1451,1462,0.7124757170677185
30,30,1451,1504,0.7116875052452087
