,Unnamed: 0,target_num,prod_num,similarity
0,0,717,717,1.0000001192092896
1,1,717,824,0.8951016068458557
2,2,717,800,0.8855775594711304
3,3,717,728,0.8793460130691528
4,4,717,1206,0.8678338527679443
5,5,717,1330,0.8671402931213379
6,6,717,833,0.8669652342796326
7,7,717,1246,0.8660442233085632
8,8,717,871,0.8629441261291504
9,9,717,884,0.8628860712051392
10,10,717,767,0.8626738190650941
11,11,717,888,0.8614307045936584
12,12,717,1271,0.8591465950012207
13,13,717,637,0.8591235876083374
14,14,717,689,0.8590191602706909
15,15,717,817,0.8566293716430664
16,16,717,1202,0.8557403087615967
17,17,717,780,0.8554618358612059
18,18,717,1326,0.8513982892036438
19,19,717,1329,0.8511553406715393
20,20,717,740,0.8502018451690674
21,21,717,1322,0.8480700254440308
22,22,717,630,0.847611665725708
23,23,717,777,0.8462218642234802
24,24,717,658,0.8438003659248352
25,25,717,679,0.8422465324401855
26,26,717,872,0.8396811485290527
27,27,717,887,0.8395306468009949
28,28,717,754,0.8387233018875122
29,29,717,815,0.8378233313560486
30,30,717,1208,0.8371573686599731
