,Unnamed: 0,target_num,prod_num,similarity
0,0,859,859,1.0
1,1,859,575,0.7600985169410706
2,2,859,52,0.7358202338218689
3,3,859,228,0.7297290563583374
4,4,859,1314,0.7147809863090515
5,5,859,1361,0.6241899728775024
6,6,859,262,0.6195375323295593
7,7,859,283,0.6178493499755859
8,8,859,1346,0.6134673357009888
9,9,859,249,0.603584349155426
10,10,859,940,0.6025266647338867
11,11,859,853,0.6011675596237183
12,12,859,505,0.5956336259841919
13,13,859,1114,0.5940058827400208
14,14,859,901,0.5939648151397705
15,15,859,229,0.5910554528236389
16,16,859,1424,0.5887885689735413
17,17,859,1404,0.5877417325973511
18,18,859,900,0.5874235033988953
19,19,859,211,0.5868921279907227
20,20,859,1372,0.5791940689086914
21,21,859,556,0.5788978934288025
22,22,859,265,0.5788316130638123
23,23,859,285,0.5788066387176514
24,24,859,1382,0.571941077709198
25,25,859,1358,0.5700326561927795
26,26,859,1528,0.5629714131355286
27,27,859,906,0.5627106428146362
28,28,859,279,0.5573605298995972
29,29,859,311,0.5528420209884644
30,30,859,274,0.5495758056640625
