,Unnamed: 0,target_num,prod_num,similarity
0,0,2392,2392,0.9999998807907104
1,1,2392,2416,0.8266916871070862
2,2,2392,2429,0.8233192563056946
3,3,2392,2449,0.8140783905982971
4,4,2392,2445,0.8092278242111206
5,5,2392,2396,0.7779316902160645
6,6,2392,2418,0.7673296332359314
7,7,2392,2595,0.7634549736976624
8,8,2392,106,0.7539467811584473
9,9,2392,2421,0.7428296208381653
10,10,2392,2434,0.7394670248031616
11,11,2392,2390,0.7342727184295654
12,12,2392,2394,0.7291774153709412
13,13,2392,751,0.7277256846427917
14,14,2392,2450,0.7254900336265564
15,15,2392,2446,0.7246437072753906
16,16,2392,2462,0.7190359830856323
17,17,2392,2401,0.7190000414848328
18,18,2392,3380,0.7189517021179199
19,19,2392,3201,0.717387855052948
20,20,2392,2798,0.7119501233100891
21,21,2392,2378,0.7094725370407104
22,22,2392,2379,0.7091581225395203
23,23,2392,2458,0.7087682485580444
24,24,2392,2411,0.7080689668655396
25,25,2392,3244,0.7075631022453308
26,26,2392,3349,0.7014541029930115
27,27,2392,1809,0.7013483047485352
28,28,2392,2435,0.7013190388679504
29,29,2392,2456,0.7010680437088013
30,30,2392,2444,0.7002676129341125
