,Unnamed: 0,target_num,prod_num,similarity
0,0,3466,3466,1.0
1,1,3466,1908,0.7834318280220032
2,2,3466,2515,0.7815582752227783
3,3,3466,2541,0.7807042002677917
4,4,3466,2493,0.7710314989089966
5,5,3466,3332,0.7708157896995544
6,6,3466,1972,0.7663269639015198
7,7,3466,3181,0.7657476663589478
8,8,3466,3345,0.764963686466217
9,9,3466,3337,0.759307324886322
10,10,3466,3096,0.7567309737205505
11,11,3466,117,0.7549208402633667
12,12,3466,3298,0.7544523477554321
13,13,3466,709,0.7539055347442627
14,14,3466,1085,0.7537513971328735
15,15,3466,1569,0.7534539103507996
16,16,3466,3246,0.7532549500465393
17,17,3466,1380,0.7528215646743774
18,18,3466,3255,0.7526018619537354
19,19,3466,3229,0.7493274807929993
20,20,3466,3113,0.7491927742958069
21,21,3466,3342,0.7484130263328552
22,22,3466,2018,0.7471920847892761
23,23,3466,1928,0.7464721798896791
24,24,3466,2159,0.7446111440658569
25,25,3466,3286,0.7437997460365295
26,26,3466,3216,0.7433357834815979
27,27,3466,3336,0.7420138120651245
28,28,3466,2731,0.7408391237258911
29,29,3466,2482,0.7407723665237427
30,30,3466,2925,0.7406128644943237
