,Unnamed: 0,target_num,prod_num,similarity
0,0,1184,1184,1.000000238418579
1,1,1184,1704,0.7074117660522461
2,2,1184,1643,0.6905422806739807
3,3,1184,1695,0.6894228458404541
4,4,1184,1514,0.6804692149162292
5,5,1184,1590,0.6731923818588257
6,6,1184,1650,0.6700325012207031
7,7,1184,1653,0.6691255569458008
8,8,1184,5445,0.6640383005142212
9,9,1184,3273,0.6612243056297302
10,10,1184,1706,0.6603864431381226
11,11,1184,1674,0.6461947560310364
12,12,1184,1709,0.6391363739967346
13,13,1184,1300,0.6384215950965881
14,14,1184,1698,0.6297255754470825
15,15,1184,3950,0.6284825801849365
16,16,1184,1680,0.6229191422462463
17,17,1184,1420,0.6222957968711853
18,18,1184,3553,0.621803879737854
19,19,1184,1664,0.6125684976577759
20,20,1184,1707,0.61158686876297
21,21,1184,3318,0.6059263944625854
22,22,1184,1703,0.6039026379585266
23,23,1184,1655,0.6034667491912842
24,24,1184,3433,0.6007193922996521
25,25,1184,3936,0.6002876162528992
26,26,1184,3336,0.5981516242027283
27,27,1184,1693,0.5978291630744934
28,28,1184,1611,0.597760021686554
29,29,1184,1657,0.5971043705940247
30,30,1184,2434,0.596377432346344
