,Unnamed: 0,target_num,prod_num,similarity
0,0,4345,4345,1.0000001192092896
1,1,4345,4321,0.821049153804779
2,2,4345,4315,0.7749924659729004
3,3,4345,6400,0.7201308608055115
4,4,4345,4312,0.7057386636734009
5,5,4345,4348,0.6990010142326355
6,6,4345,4428,0.6845099329948425
7,7,4345,6193,0.6832599639892578
8,8,4345,4314,0.6794840097427368
9,9,4345,484,0.6683308482170105
10,10,4345,4319,0.6653455495834351
11,11,4345,6412,0.6647850275039673
12,12,4345,4418,0.6598235368728638
13,13,4345,6039,0.6595569252967834
14,14,4345,4344,0.6584610342979431
15,15,4345,4456,0.6582520604133606
16,16,4345,6185,0.65688556432724
17,17,4345,81,0.6528868675231934
18,18,4345,6391,0.6528773903846741
19,19,4345,2810,0.6526623964309692
20,20,4345,6314,0.6526044607162476
21,21,4345,4468,0.6508467197418213
22,22,4345,6395,0.6506398320198059
23,23,4345,325,0.6496168971061707
24,24,4345,361,0.6491205096244812
25,25,4345,6196,0.6476480960845947
26,26,4345,4316,0.6471827030181885
27,27,4345,4489,0.6466591954231262
28,28,4345,5272,0.6455392837524414
29,29,4345,4454,0.6448363065719604
30,30,4345,6336,0.6434164047241211
