,Unnamed: 0,target_num,prod_num,similarity
0,0,4322,4322,0.9999997615814208
1,1,4322,336,0.7962910532951355
2,2,4322,314,0.7356962561607361
3,3,4322,4925,0.7243618369102478
4,4,4322,1792,0.7133979797363281
5,5,4322,3565,0.7081646919250488
6,6,4322,5348,0.7045851349830627
7,7,4322,4480,0.694229006767273
8,8,4322,5217,0.6830716729164124
9,9,4322,901,0.6788710951805115
10,10,4322,4023,0.6737210154533386
11,11,4322,4930,0.6691955327987671
12,12,4322,5342,0.6691088080406189
13,13,4322,159,0.6680397987365723
14,14,4322,2548,0.6667713522911072
15,15,4322,1077,0.6656976342201233
16,16,4322,288,0.6605260372161865
17,17,4322,3256,0.6602025032043457
18,18,4322,5204,0.6589711308479309
19,19,4322,2630,0.6580824851989746
20,20,4322,5895,0.6531620025634766
21,21,4322,206,0.6507713794708252
22,22,4322,1469,0.6490893959999084
23,23,4322,5033,0.6481358408927917
24,24,4322,4892,0.6471993327140808
25,25,4322,2938,0.6451557278633118
26,26,4322,3673,0.6424318552017212
27,27,4322,2693,0.641623854637146
28,28,4322,1678,0.6398208141326904
29,29,4322,59,0.6396334767341614
30,30,4322,1092,0.6381699442863464
